DISTRICT,CNTYNAME,COUNTY,DFLCHART,DISTNAME,REGION
001902,ANDERSON,001,N,CAYUGA ISD,07
001903,ANDERSON,001,N,ELKHART ISD,07
001904,ANDERSON,001,N,FRANKSTON ISD,07
001906,ANDERSON,001,N,NECHES ISD,07
001907,ANDERSON,001,N,PALESTINE ISD,07
001908,ANDERSON,001,N,WESTWOOD ISD,07
001909,ANDERSON,001,N,SLOCUM ISD,07
002901,ANDREWS,002,N,ANDREWS ISD,18
003801,ANGELINA,003,Y,PINEYWOODS COMMUNITY ACADEMY,07
003902,ANGELINA,003,N,HUDSON ISD,07
003903,ANGELINA,003,N,LUFKIN ISD,07
003904,ANGELINA,003,N,HUNTINGTON ISD,07
003905,ANGELINA,003,N,DIBOLL ISD,07
003906,ANGELINA,003,N,ZAVALLA ISD,07
003907,ANGELINA,003,N,CENTRAL ISD,07
004901,ARANSAS,004,N,ARANSAS COUNTY ISD,02
005901,ARCHER,005,N,ARCHER CITY ISD,09
005902,ARCHER,005,N,HOLLIDAY ISD,09
005904,ARCHER,005,N,WINDTHORST ISD,09
006902,ARMSTRONG,006,N,CLAUDE ISD,16
007901,ATASCOSA,007,N,CHARLOTTE ISD,20
007902,ATASCOSA,007,N,JOURDANTON ISD,20
007904,ATASCOSA,007,N,LYTLE ISD,20
007905,ATASCOSA,007,N,PLEASANTON ISD,20
007906,ATASCOSA,007,N,POTEET ISD,20
008901,AUSTIN,008,N,BELLVILLE ISD,06
008902,AUSTIN,008,N,SEALY ISD,06
008903,AUSTIN,008,N,BRAZOS ISD,06
009901,BAILEY,009,N,MULESHOE ISD,17
010901,BANDERA,010,N,MEDINA ISD,20
010902,BANDERA,010,N,BANDERA ISD,20
011901,BASTROP,011,N,BASTROP ISD,13
011902,BASTROP,011,N,ELGIN ISD,13
011904,BASTROP,011,N,SMITHVILLE ISD,13
011905,BASTROP,011,N,MCDADE ISD,13
012901,BAYLOR,012,N,SEYMOUR ISD,09
013801,BEE,013,Y,ST MARY'S ACADEMY CHARTER SCHOOL,02
013901,BEE,013,N,BEEVILLE ISD,02
013902,BEE,013,N,PAWNEE ISD,02
013903,BEE,013,N,PETTUS ISD,02
013905,BEE,013,N,SKIDMORE-TYNAN ISD,02
014801,BELL,014,Y,RICHARD MILBURN ALTER HIGH SCHOOL,20
014803,BELL,014,Y,PRIORITY CHARTER SCHOOLS,12
014804,BELL,014,Y,ORENDA CHARTER SCHOOL,12
014901,BELL,014,N,ACADEMY ISD,12
014902,BELL,014,N,BARTLETT ISD,13
014903,BELL,014,N,BELTON ISD,12
014905,BELL,014,N,HOLLAND ISD,12
014906,BELL,014,N,KILLEEN ISD,12
014907,BELL,014,N,ROGERS ISD,12
014908,BELL,014,N,SALADO ISD,12
014909,BELL,014,N,TEMPLE ISD,12
014910,BELL,014,N,TROY ISD,12
015801,BEXAR,015,Y,POR VIDA ACADEMY,20
015802,BEXAR,015,Y,GEORGE GERVIN ACADEMY,20
015805,BEXAR,015,Y,NEW FRONTIERS PUBLIC SCHOOLS INC,20
015806,BEXAR,015,Y,SCHOOL OF EXCELLENCE IN EDUCATION,20
015807,BEXAR,015,Y,SOUTHWEST PREPARATORY SCHOOL,20
015808,BEXAR,015,Y,INSPIRE ACADEMIES,20
015809,BEXAR,015,Y,BEXAR COUNTY ACADEMY,20
015814,BEXAR,015,Y,POSITIVE SOLUTIONS CHARTER SCHOOL,20
015815,BEXAR,015,Y,HERITAGE ACADEMY,20
015822,BEXAR,015,Y,JUBILEE ACADEMIES,20
015825,BEXAR,015,Y,LIGHTHOUSE CHARTER SCHOOL,20
015827,BEXAR,015,Y,SCHOOL OF SCIENCE AND TECHNOLOGY,20
015828,BEXAR,015,Y,HARMONY SCIENCE ACAD (SAN ANTONIO),20
015830,BEXAR,015,Y,BROOKS ACADEMIES OF TEXAS,20
015831,BEXAR,015,Y,SCHOOL OF SCIENCE AND TECHNOLOGY D,20
015833,BEXAR,015,Y,HENRY FORD ACADEMY ALAMEDA SCHOOL,20
015834,BEXAR,015,Y,BASIS TEXAS,20
015835,BEXAR,015,Y,GREAT HEARTS TEXAS,20
015836,BEXAR,015,Y,ELEANOR KOLITZ HEBREW LANGUAGE ACA,20
015838,BEXAR,015,Y,COMPASS ROSE ACADEMY,20
015901,BEXAR,015,N,ALAMO HEIGHTS ISD,20
015904,BEXAR,015,N,HARLANDALE ISD,20
015905,BEXAR,015,N,EDGEWOOD ISD,20
015906,BEXAR,015,N,RANDOLPH FIELD ISD,20
015907,BEXAR,015,N,SAN ANTONIO ISD,20
015908,BEXAR,015,N,SOUTH SAN ANTONIO ISD,20
015909,BEXAR,015,N,SOMERSET ISD,20
015910,BEXAR,015,N,NORTH EAST ISD,20
015911,BEXAR,015,N,EAST CENTRAL ISD,20
015912,BEXAR,015,N,SOUTHWEST ISD,20
015913,BEXAR,015,N,LACKLAND ISD,20
015914,BEXAR,015,N,FT SAM HOUSTON ISD,20
015915,BEXAR,015,N,NORTHSIDE ISD,20
015916,BEXAR,015,N,JUDSON ISD,20
015917,BEXAR,015,N,SOUTHSIDE ISD,20
016901,BLANCO,016,N,JOHNSON CITY ISD,13
016902,BLANCO,016,N,BLANCO ISD,13
017901,BORDEN,017,N,BORDEN COUNTY ISD,17
018901,BOSQUE,018,N,CLIFTON ISD,12
018902,BOSQUE,018,N,MERIDIAN ISD,12
018903,BOSQUE,018,N,MORGAN ISD,12
018904,BOSQUE,018,N,VALLEY MILLS ISD,12
018905,BOSQUE,018,N,WALNUT SPRINGS ISD,12
018906,BOSQUE,018,N,IREDELL ISD,12
018907,BOSQUE,018,N,KOPPERL ISD,12
018908,BOSQUE,018,N,CRANFILLS GAP ISD,12
019901,BOWIE,019,N,DEKALB ISD,08
019902,BOWIE,019,N,HOOKS ISD,08
019903,BOWIE,019,N,MAUD ISD,08
019905,BOWIE,019,N,NEW BOSTON ISD,08
019906,BOWIE,019,N,REDWATER ISD,08
019907,BOWIE,019,N,TEXARKANA ISD,08
019908,BOWIE,019,N,LIBERTY-EYLAU ISD,08
019909,BOWIE,019,N,SIMMS ISD,08
019910,BOWIE,019,N,MALTA ISD,08
019911,BOWIE,019,N,RED LICK ISD,08
019912,BOWIE,019,N,PLEASANT GROVE ISD,08
019913,BOWIE,019,N,HUBBARD ISD,08
019914,BOWIE,019,N,LEARY ISD,08
020901,BRAZORIA,020,N,ALVIN ISD,04
020902,BRAZORIA,020,N,ANGLETON ISD,04
020904,BRAZORIA,020,N,DANBURY ISD,04
020905,BRAZORIA,020,N,BRAZOSPORT ISD,04
020906,BRAZORIA,020,N,SWEENY ISD,04
020907,BRAZORIA,020,N,COLUMBIA-BRAZORIA ISD,04
020908,BRAZORIA,020,N,PEARLAND ISD,04
020910,BRAZORIA,020,N,DAMON ISD,04
021803,BRAZOS,021,Y,BRAZOS SCHOOL FOR INQUIRY & CREATI,06
021805,BRAZOS,021,Y,ARROW ACADEMY,06
021901,BRAZOS,021,N,COLLEGE STATION ISD,06
021902,BRAZOS,021,N,BRYAN ISD,06
022004,BREWSTER,022,N,TERLINGUA CSD,18
022901,BREWSTER,022,N,ALPINE ISD,18
022902,BREWSTER,022,N,MARATHON ISD,18
022903,BREWSTER,022,N,SAN VICENTE ISD,18
023902,BRISCOE,023,N,SILVERTON ISD,16
024901,BROOKS,024,N,BROOKS COUNTY ISD,01
025901,BROWN,025,N,BANGS ISD,15
025902,BROWN,025,N,BROWNWOOD ISD,15
025904,BROWN,025,N,BLANKET ISD,15
025905,BROWN,025,N,MAY ISD,15
025906,BROWN,025,N,ZEPHYR ISD,15
025908,BROWN,025,N,BROOKESMITH ISD,15
025909,BROWN,025,N,EARLY ISD,15
026901,BURLESON,026,N,CALDWELL ISD,06
026902,BURLESON,026,N,SOMERVILLE ISD,06
026903,BURLESON,026,N,SNOOK ISD,06
027903,BURNET,027,N,BURNET CISD,13
027904,BURNET,027,N,MARBLE FALLS ISD,13
028902,CALDWELL,028,N,LOCKHART ISD,13
028903,CALDWELL,028,N,LULING ISD,13
028906,CALDWELL,028,N,PRAIRIE LEA ISD,13
029901,CALHOUN,029,N,CALHOUN COUNTY ISD,03
030901,CALLAHAN,030,N,CROSS PLAINS ISD,14
030902,CALLAHAN,030,N,CLYDE CISD,14
030903,CALLAHAN,030,N,BAIRD ISD,14
030906,CALLAHAN,030,N,EULA ISD,14
031901,CAMERON,031,N,BROWNSVILLE ISD,01
031903,CAMERON,031,N,HARLINGEN CISD,01
031905,CAMERON,031,N,LA FERIA ISD,01
031906,CAMERON,031,N,LOS FRESNOS CISD,01
031909,CAMERON,031,N,POINT ISABEL ISD,01
031911,CAMERON,031,N,RIO HONDO ISD,01
031912,CAMERON,031,N,SAN BENITO CISD,01
031913,CAMERON,031,N,SANTA MARIA ISD,01
031914,CAMERON,031,N,SANTA ROSA ISD,01
031916,CAMERON,031,N,SOUTH TEXAS ISD,01
032902,CAMP,032,N,PITTSBURG ISD,08
033901,CARSON,033,N,GROOM ISD,16
033902,CARSON,033,N,PANHANDLE ISD,16
033904,CARSON,033,N,WHITE DEER ISD,16
034901,CASS,034,N,ATLANTA ISD,08
034902,CASS,034,N,AVINGER ISD,08
034903,CASS,034,N,HUGHES SPRINGS ISD,08
034905,CASS,034,N,LINDEN-KILDARE CISD,08
034906,CASS,034,N,MCLEOD ISD,08
034907,CASS,034,N,QUEEN CITY ISD,08
034909,CASS,034,N,BLOOMBURG ISD,08
035901,CASTRO,035,N,DIMMITT ISD,16
035902,CASTRO,035,N,HART ISD,16
035903,CASTRO,035,N,NAZARETH ISD,16
036901,CHAMBERS,036,N,ANAHUAC ISD,04
036902,CHAMBERS,036,N,BARBERS HILL ISD,04
036903,CHAMBERS,036,N,EAST CHAMBERS ISD,05
037901,CHEROKEE,037,N,ALTO ISD,07
037904,CHEROKEE,037,N,JACKSONVILLE ISD,07
037907,CHEROKEE,037,N,RUSK ISD,07
037908,CHEROKEE,037,N,NEW SUMMERFIELD ISD,07
037909,CHEROKEE,037,N,WELLS ISD,07
038901,CHILDRESS,038,N,CHILDRESS ISD,16
039902,CLAY,039,N,HENRIETTA ISD,09
039903,CLAY,039,N,PETROLIA CISD,09
039904,CLAY,039,N,BELLEVUE ISD,09
039905,CLAY,039,N,MIDWAY ISD,09
040901,COCHRAN,040,N,MORTON ISD,17
040902,COCHRAN,040,N,WHITEFACE CISD,17
041901,COKE,041,N,BRONTE ISD,15
041902,COKE,041,N,ROBERT LEE ISD,15
042901,COLEMAN,042,N,COLEMAN ISD,15
042903,COLEMAN,042,N,SANTA ANNA ISD,15
042905,COLEMAN,042,N,PANTHER CREEK CISD,15
043801,COLLIN,043,Y,IMAGINE INTERNATIONAL ACADEMY OF N,10
043802,COLLIN,043,Y,LONE STAR LANGUAGE ACADEMY,10
043901,COLLIN,043,N,ALLEN ISD,10
043902,COLLIN,043,N,ANNA ISD,10
043903,COLLIN,043,N,CELINA ISD,10
043904,COLLIN,043,N,FARMERSVILLE ISD,10
043905,COLLIN,043,N,FRISCO ISD,10
043907,COLLIN,043,N,MCKINNEY ISD,10
043908,COLLIN,043,N,MELISSA ISD,10
043910,COLLIN,043,N,PLANO ISD,10
043911,COLLIN,043,N,PRINCETON ISD,10
043912,COLLIN,043,N,PROSPER ISD,10
043914,COLLIN,043,N,WYLIE ISD,10
043917,COLLIN,043,N,BLUE RIDGE ISD,10
043918,COLLIN,043,N,COMMUNITY ISD,10
043919,COLLIN,043,N,LOVEJOY ISD,10
044902,COLLINGSWORTH,044,N,WELLINGTON ISD,16
045902,COLORADO,045,N,COLUMBUS ISD,03
045903,COLORADO,045,N,RICE CISD,03
045905,COLORADO,045,N,WEIMAR ISD,03
046802,COMAL,046,Y,TRINITY CHARTER SCHOOL,20
046901,COMAL,046,N,NEW BRAUNFELS ISD,13
046902,COMAL,046,N,COMAL ISD,20
047901,COMANCHE,047,N,COMANCHE ISD,14
047902,COMANCHE,047,N,DE LEON ISD,14
047903,COMANCHE,047,N,GUSTINE ISD,14
047905,COMANCHE,047,N,SIDNEY ISD,14
048901,CONCHO,048,N,EDEN CISD,15
048903,CONCHO,048,N,PAINT ROCK ISD,15
049901,COOKE,049,N,GAINESVILLE ISD,11
049902,COOKE,049,N,MUENSTER ISD,11
049903,COOKE,049,N,VALLEY VIEW ISD,11
049905,COOKE,049,N,CALLISBURG ISD,11
049906,COOKE,049,N,ERA ISD,11
049907,COOKE,049,N,LINDSAY ISD,11
049908,COOKE,049,N,WALNUT BEND ISD,11
049909,COOKE,049,N,SIVELLS BEND ISD,11
050901,CORYELL,050,N,EVANT ISD,12
050902,CORYELL,050,N,GATESVILLE ISD,12
050904,CORYELL,050,N,OGLESBY ISD,12
050909,CORYELL,050,N,JONESBORO ISD,12
050910,CORYELL,050,N,COPPERAS COVE ISD,12
051901,COTTLE,051,N,PADUCAH ISD,17
052901,CRANE,052,N,CRANE ISD,18
053001,CROCKETT,053,N,CROCKETT COUNTY CONSOLIDATED CSD,15
054901,CROSBY,054,N,CROSBYTON CISD,17
054902,CROSBY,054,N,LORENZO ISD,17
054903,CROSBY,054,N,RALLS ISD,17
055901,CULBERSON,055,N,CULBERSON COUNTY-ALLAMOORE ISD,18
056901,DALLAM,056,N,DALHART ISD,16
056902,DALLAM,056,N,TEXLINE ISD,16
057802,DALLAS,057,Y,PEGASUS SCHOOL OF LIBERAL ARTS AND,10
057803,DALLAS,057,Y,UPLIFT EDUCATION,10
057804,DALLAS,057,Y,TEXANS CAN ACADEMIES,10
057805,DALLAS,057,Y,LUMIN EDUCATION,10
057806,DALLAS,057,Y,ADVANTAGE ACADEMY,10
057807,DALLAS,057,Y,LIFE SCHOOL,10
057808,DALLAS,057,Y,UNIVERSAL ACADEMY,10
057809,DALLAS,057,Y,NOVA ACADEMY,10
057810,DALLAS,057,Y,ACADEMY OF DALLAS,10
057813,DALLAS,057,Y,TRINITY BASIN PREPARATORY,10
057814,DALLAS,057,Y,ACADEMY FOR ACADEMIC EXCELLENCE,10
057816,DALLAS,057,Y,A W BROWN LEADERSHIP ACADEMY,10
057819,DALLAS,057,Y,JEAN MASSIEU ACADEMY,10
057827,DALLAS,057,Y,NOVA ACADEMY SOUTHEAST,10
057828,DALLAS,057,Y,WINFREE ACADEMY CHARTER SCHOOLS,10
057829,DALLAS,057,Y,A+ ACADEMY,10
057830,DALLAS,057,Y,INSPIRED VISION ACADEMY,10
057831,DALLAS,057,Y,GATEWAY CHARTER ACADEMY,10
057833,DALLAS,057,Y,EDUCATION CENTER INTERNATIONAL ACA,10
057834,DALLAS,057,Y,EVOLUTION ACADEMY CHARTER SCHOOL,10
057835,DALLAS,057,Y,GOLDEN RULE CHARTER SCHOOL,10
057836,DALLAS,057,Y,ST ANTHONY SCHOOL,10
057839,DALLAS,057,Y,LA ACADEMIA DE ESTRELLAS,10
057840,DALLAS,057,Y,RICHLAND COLLEGIATE HIGH SCHOOL,10
057841,DALLAS,057,Y,CITYSCAPE SCHOOLS,10
057844,DALLAS,057,Y,MANARA ACADEMY,10
057845,DALLAS,057,Y,UME PREPARATORY ACADEMY,10
057846,DALLAS,057,Y,LEGACY PREPARATORY,10
057847,DALLAS,057,Y,VILLAGE TECH SCHOOLS,10
057848,DALLAS,057,Y,INTERNATIONAL LEADERSHIP OF TEXAS,10
057850,DALLAS,057,Y,PIONEER TECHNOLOGY & ARTS ACADEMY,10
057851,DALLAS,057,Y,BRIDGEWAY PREPARATORY ACADEMY,10
057903,DALLAS,057,N,CARROLLTON-FARMERS BRANCH ISD,10
057904,DALLAS,057,N,CEDAR HILL ISD,10
057905,DALLAS,057,N,DALLAS ISD,10
057906,DALLAS,057,N,DESOTO ISD,10
057907,DALLAS,057,N,DUNCANVILLE ISD,10
057909,DALLAS,057,N,GARLAND ISD,10
057910,DALLAS,057,N,GRAND PRAIRIE ISD,10
057911,DALLAS,057,N,HIGHLAND PARK ISD,10
057912,DALLAS,057,N,IRVING ISD,10
057913,DALLAS,057,N,LANCASTER ISD,10
057914,DALLAS,057,N,MESQUITE ISD,10
057916,DALLAS,057,N,RICHARDSON ISD,10
057919,DALLAS,057,N,SUNNYVALE ISD,10
057922,DALLAS,057,N,COPPELL ISD,10
058902,DAWSON,058,N,DAWSON ISD,17
058905,DAWSON,058,N,KLONDIKE ISD,17
058906,DAWSON,058,N,LAMESA ISD,17
058909,DAWSON,058,N,SANDS CISD,17
059901,DEAF SMITH,059,N,HEREFORD ISD,16
059902,DEAF SMITH,059,N,WALCOTT ISD,16
060902,DELTA,060,N,COOPER ISD,08
060914,DELTA,060,N,FANNINDEL ISD,08
061802,DENTON,061,Y,NORTH TEXAS COLLEGIATE ACADEMY,11
061804,DENTON,061,Y,LEADERSHIP PREP SCHOOL,10
061805,DENTON,061,Y,TRIVIUM ACADEMY,11
061901,DENTON,061,N,DENTON ISD,11
061902,DENTON,061,N,LEWISVILLE ISD,11
061903,DENTON,061,N,PILOT POINT ISD,11
061905,DENTON,061,N,KRUM ISD,11
061906,DENTON,061,N,PONDER ISD,11
061907,DENTON,061,N,AUBREY ISD,11
061908,DENTON,061,N,SANGER ISD,11
061910,DENTON,061,N,ARGYLE ISD,11
061911,DENTON,061,N,NORTHWEST ISD,11
061912,DENTON,061,N,LAKE DALLAS ISD,11
061914,DENTON,061,N,LITTLE ELM ISD,11
062901,DEWITT,062,N,CUERO ISD,03
062902,DEWITT,062,N,NORDHEIM ISD,03
062903,DEWITT,062,N,YOAKUM ISD,03
062904,DEWITT,062,N,YORKTOWN ISD,03
062905,DEWITT,062,N,WESTHOFF ISD,03
062906,DEWITT,062,N,MEYERSVILLE ISD,03
063903,DICKENS,063,N,SPUR ISD,17
063906,DICKENS,063,N,PATTON SPRINGS ISD,17
064903,DIMMIT,064,N,CARRIZO SPRINGS CISD,20
065901,DONLEY,065,N,CLARENDON ISD,16
065902,DONLEY,065,N,HEDLEY ISD,16
066005,DUVAL,066,N,RAMIREZ CSD,02
066901,DUVAL,066,N,BENAVIDES ISD,02
066902,DUVAL,066,N,SAN DIEGO ISD,02
066903,DUVAL,066,N,FREER ISD,02
067902,EASTLAND,067,N,CISCO ISD,14
067903,EASTLAND,067,N,EASTLAND ISD,14
067904,EASTLAND,067,N,GORMAN ISD,14
067907,EASTLAND,067,N,RANGER ISD,14
067908,EASTLAND,067,N,RISING STAR ISD,14
068802,ECTOR,068,Y,COMPASS ACADEMY CHARTER SCHOOL,18
068803,ECTOR,068,Y,UTPB STEM ACADEMY,18
068901,ECTOR,068,N,ECTOR COUNTY ISD,18
069901,EDWARDS,069,N,ROCKSPRINGS ISD,15
069902,EDWARDS,069,N,NUECES CANYON CISD,15
070801,ELLIS,070,Y,WAXAHACHIE FAITH FAMILY ACADEMY,10
070901,ELLIS,070,N,AVALON ISD,10
070903,ELLIS,070,N,ENNIS ISD,10
070905,ELLIS,070,N,FERRIS ISD,10
070907,ELLIS,070,N,ITALY ISD,10
070908,ELLIS,070,N,MIDLOTHIAN ISD,10
070909,ELLIS,070,N,MILFORD ISD,10
070910,ELLIS,070,N,PALMER ISD,10
070911,ELLIS,070,N,RED OAK ISD,10
070912,ELLIS,070,N,WAXAHACHIE ISD,10
070915,ELLIS,070,N,MAYPEARL ISD,10
071801,EL PASO,071,Y,BURNHAM WOOD CHARTER SCHOOL DISTRI,19
071803,EL PASO,071,Y,TRIUMPH PUBLIC HIGH SCHOOLS-EL PAS,19
071804,EL PASO,071,Y,EL PASO ACADEMY,19
071806,EL PASO,071,Y,HARMONY SCIENCE ACAD (EL PASO),19
071807,EL PASO,071,Y,LA FE PREPARATORY SCHOOL,19
071809,EL PASO,071,Y,VISTA DEL FUTURO CHARTER SCHOOL,19
071810,EL PASO,071,Y,EL PASO LEADERSHIP ACADEMY,19
071901,EL PASO,071,N,CLINT ISD,19
071902,EL PASO,071,N,EL PASO ISD,19
071903,EL PASO,071,N,FABENS ISD,19
071904,EL PASO,071,N,SAN ELIZARIO ISD,19
071905,EL PASO,071,N,YSLETA ISD,19
071906,EL PASO,071,N,ANTHONY ISD,19
071907,EL PASO,071,N,CANUTILLO ISD,19
071908,EL PASO,071,N,TORNILLO ISD,19
071909,EL PASO,071,N,SOCORRO ISD,19
072801,ERATH,072,Y,PREMIER HIGH SCHOOLS,11
072802,ERATH,072,Y,ERATH EXCELS ACADEMY INC,11
072901,ERATH,072,N,THREE WAY ISD,11
072902,ERATH,072,N,DUBLIN ISD,11
072903,ERATH,072,N,STEPHENVILLE ISD,11
072904,ERATH,072,N,BLUFF DALE ISD,11
072908,ERATH,072,N,HUCKABAY ISD,11
072909,ERATH,072,N,LINGLEVILLE ISD,11
072910,ERATH,072,N,MORGAN MILL ISD,11
073901,FALLS,073,N,CHILTON ISD,12
073903,FALLS,073,N,MARLIN ISD,12
073904,FALLS,073,N,WESTPHALIA ISD,12
073905,FALLS,073,N,ROSEBUD-LOTT ISD,12
074903,FANNIN,074,N,BONHAM ISD,10
074904,FANNIN,074,N,DODD CITY ISD,10
074905,FANNIN,074,N,ECTOR ISD,10
074907,FANNIN,074,N,HONEY GROVE ISD,08
074909,FANNIN,074,N,LEONARD ISD,10
074911,FANNIN,074,N,SAVOY ISD,10
074912,FANNIN,074,N,TRENTON ISD,10
074917,FANNIN,074,N,SAM RAYBURN ISD,10
075901,FAYETTE,075,N,FLATONIA ISD,13
075902,FAYETTE,075,N,LA GRANGE ISD,13
075903,FAYETTE,075,N,SCHULENBURG ISD,13
075906,FAYETTE,075,N,FAYETTEVILLE ISD,13
075908,FAYETTE,075,N,ROUND TOP-CARMINE ISD,13
076903,FISHER,076,N,ROBY CISD,14
076904,FISHER,076,N,ROTAN ISD,14
077901,FLOYD,077,N,FLOYDADA ISD,17
077902,FLOYD,077,N,LOCKNEY ISD,17
078901,FOARD,078,N,CROWELL ISD,09
079901,FORT BEND,079,N,LAMAR CISD,04
079906,FORT BEND,079,N,NEEDVILLE ISD,04
079907,FORT BEND,079,N,FORT BEND ISD,04
079910,FORT BEND,079,N,STAFFORD MSD,04
080901,FRANKLIN,080,N,MOUNT VERNON ISD,08
